created_at,id,tweet
2021-10-30 16:58:31+00:00,1454492928429203465,@JesseCohenInv Lucid is on its way to crash Tesla
2021-10-30 16:58:25+00:00,1454492901124231171,Omg at Honda dealership in chantilly by me such liars here. I love listening to the salesmen and service techs. Guy is trying to sell a used Tesla here and they are low balling him telling him they may not be able to re sell it. I may have to stand up to shit shit
2021-10-30 16:58:18+00:00,1454492871768395786,If/when Elon announces Tesla accepts dogecoin all that money in SHIB going to doge
2021-10-30 16:58:16+00:00,1454492862213763081,@osanas100 Cool story. https://t.co/nxBLe1g4sW
2021-10-30 16:58:15+00:00,1454492860871548932,"@LenDevanna wow wayyy better than a Tesla, jam saying lol"
2021-10-30 16:58:15+00:00,1454492860628312074,"@RobinhoodApp @BoredApeYC @Sothebys @Tesla ""🚀Your Savior Hero Inu HAS ARRIVED!🚀

It’s time to take back the BSC network. 

💪Contract Verified💪
 
0xa6eb5fb93c511ddc73d0778b6ddf22612bc224df

🚨Live on PancakeSwap 🚨

🔥Doxxed Devs🔥

🔒 Liquidity 3Month Lock 🔒 

✅Telegram 
@heroinubsc"""
2021-10-30 16:58:14+00:00,1454492854999568389,@MartinLvesque6 @TheArch01196450 All a split does is make ownership easier for retail investors - spilts don’t make Tesla any more cash for that they need to issue more shares 🤷‍♂️
2021-10-30 16:58:13+00:00,1454492851153215491,@SpaceX @elonmusk @NASA @esa @Commercial_Crew @Astro_Raja @AstroMarshburn @astro_matthias Hi Elon when can we expect the Tesla phone pie 🔥🔥
2021-10-30 16:58:07+00:00,1454492824142024713,@michael_rigoni @elonmusk @Tesla @WholeMarsBlog Did some thug just give you the “mad respects” kiss &amp; Jesus shoutout to a Tesla? Lol love it.
2021-10-30 16:58:06+00:00,1454492823294730249,@tumeloditle @CityofJoburgZA @UrugwiroVillage @PaulKagame @Tesla No most of construction here is from private developers &amp; business precincts. I stay at Northcliff &amp; in the architectural &amp; civil business. Government hasn’t done anything amazing post 94 &amp; I’m talking about Rwanda as a whole not just Kigali. I’m talking Kenya too.
2021-10-30 16:57:54+00:00,1454492772329824261,@fabiomoli221 @RBReich Did you even bother to look it up? https://t.co/C5iMqCRaZr
2021-10-30 16:57:51+00:00,1454492758702366720,"@Javi @Tesla Ah, answering my own question by re-reading the first tweet. It was ""tonight""😅 Hopefully it can drive well during a day🤞"
2021-10-30 16:57:49+00:00,1454492751190388736,"When $TSLA first delivered the Model S, it saw its success 🚀 

Right now, $LCID started delivering the Premium Air models to customers.

If these two stories are parallel, Lucid could see its stock 📈 🚀 https://t.co/41Z1QLU7Hm"
2021-10-30 16:57:46+00:00,1454492739714830338,@Tesla Let's get acquaaintd?
2021-10-30 16:57:38+00:00,1454492704570814464,Pelosi Pushes Electric Vehicle Subsidies As Husband’s Tesla Stock Soars https://t.co/W5mcYeGwsD
2021-10-30 16:57:32+00:00,1454492680902168587,@kenlowery Oh I bet everyone totally rolled their eyes at all their bullshit. Giant wooden plane as some kind of scam to soak up taxpayer dollars? Boringly obvious move from an egomaniac. Tesla into space of its day.
2021-10-30 16:57:25+00:00,1454492649373716486,"@matahari_etc @POTUS 85 vehicles to chat about climate change and not 1 Tesla, the irony! @elonmusk"
2021-10-30 16:57:14+00:00,1454492603869712384,Elon Musk's fortune soars to $ 289 billion as Tesla hits record $ 1 trillion valuation #wallstreet https://t.co/vCxPX0Dzcr
2021-10-30 16:57:12+00:00,1454492593660874755,@RealBrysonGray Wait till they make you do that journey in a Tesla 🤦‍♂️🤦‍♂️🤦‍♂️
2021-10-30 16:57:07+00:00,1454492574048141312,@PunchableFaceVI Suckers with money that believe buying a Tesla makes them unique.
2021-10-30 16:57:03+00:00,1454492557304602628,"@joedegs Retire at 55 in 12 years - that’s when I can access my pension. Target is +$5million and I can live off the Tesla dividends or take out margin loan. Don’t plan to sell $tsla. Want to move around and travel a lot in North America and Europe, spend summers in London and Cape Town."
2021-10-30 16:56:48+00:00,1454492493270159366,@SethJamesDeMoor Your next car should be a Tesla!
2021-10-30 16:56:44+00:00,1454492479655456774,"@Kwebbelkop Both, soon $Tesla will accept $Doge"
2021-10-30 16:56:41+00:00,1454492466481020930,@JeremiahEXE 2 years ago I could drive my Tesla most anywhere in the country and get a ribeye most anytime.  There is some degree of success there that can be attributed to a Constitutional government.  We’ve lost a lot since then.  Our mistake was leaving quality control to the electorate.
2021-10-30 16:56:34+00:00,1454492435426332680,"I like SpaceX and the Tesla inventions and the other companies but I find it very concerning people worship Musk like a fanboy, you should not worship billionaires let alone somebody who's going to be a trillionaire."
2021-10-30 16:56:34+00:00,1454492435048976393,@SpaceX @elonmusk @NASA @esa @Commercial_Crew @Astro_Raja @AstroMarshburn @astro_matthias Way to Go! @SpaceX @Tesla #VisitUganda @elonmusk @elonmusk
2021-10-30 16:56:29+00:00,1454492415184805889,"i entered the FREE @BabyDogeCoin Tesla giveaway! 
You can enter too at https://t.co/RXxsh48z07
If you like #DogeCoin youll LOVE #BabyDogeCoin https://t.co/05DCTC4YCV"
2021-10-30 16:56:19+00:00,1454492372016922630,@AdamDasky @ShimminyKricket Tesla gained 115B in market cap on news that Hertz ordered 4.2B in cars that they prolly won’t even actually buy
2021-10-30 16:56:06+00:00,1454492318623490057,"@heydave7 @truth_tesla @elonmusk @zshahan3 @garyblack00 @WholeMarsBlog @SawyerMerritt Who would work there instead of the other factories though?
No one would want to, and the ones that would are probably people that wouldn't normally make the cut"
2021-10-30 16:56:05+00:00,1454492316111187973,@WholeMarsBlog @idsewell @Tesla @elonmusk @teslaownersSV @tesla_raj I got stuck in a car wash once because I used a wet wipe to clean my screen while washing and couldn't enter my PIN to drive. Tried everything. After the 60s blower finished it finally worked. #awkward
2021-10-30 16:56:05+00:00,1454492312533446656,"$DATX x #Tesla 
Huge deal for $DATX you can still buy from @KuCoincom
$ZIL $DOGE $ACH $XRP $ANKR $DODO $DOT #BTC $NEO #DEFI $REN $BTC $NFT $EZ $THETA $ICP $BTC $LAVA $BCH $BTC $TONE $BNB $EOS $AXS https://t.co/20DjinQdVg"
2021-10-30 16:56:03+00:00,1454492306728525825,"@MattWallace888 @elonmusk #dogecoin 
#doge to the moon

Hurry up accepting #doge @Tesla
 
@elonmusk"
2021-10-30 16:56:03+00:00,1454492306443161605,6 Pc Tesla Gen 2 Mobile 6-15 6-20 10-14-30 6-50 Adapter Bundle Charging Charger https://t.co/dDjIIwcAuc eBay https://t.co/VALFXJbSex
2021-10-30 16:56:02+00:00,1454492299489075209,"Current, former Tesla board members cash in on stock rally https://t.co/YIeuwCAHN9 #currency #monetary #finance"
2021-10-30 16:55:57+00:00,1454492279125782529,@hsumacher @teslaownersSV @Tesla @elonmusk Color of my first S
2021-10-30 16:55:53+00:00,1454492265041129474,"@shreyans512 Ngl, Sometimes Musk's statements are damn confusing.

He is running both of his loss-making companies Tesla and SpaceX from investors' money from the past 2 decades. 

Both companies have huge future potential. But currently, they're highly loss-making"
2021-10-30 16:55:52+00:00,1454492259538374665,"Recycling Wind Turbine Blades To Make A Bike Shelter — Bravo, Aalborg https://t.co/QIji9v0m1c #Tesla #EV #ClimateChange #Renewables #RenewableEnergy"
2021-10-30 16:55:52+00:00,1454492259198672902,@Tesla Do you think  I'm  beautiful?
2021-10-30 16:55:35+00:00,1454492186704232457,"@TeslaAIBot @Tesla As nice as they are...... Nope

Not for about another ten years"
2021-10-30 16:55:34+00:00,1454492184783118337,"@SaicharanMugun1 @unarose7 @DailyMail Who created the idea for the Tesla?

It wasn't Elon.

It was two engineers named Martin Eberhard and Marc Tarpenning that founded the company and created the original vehicle.

Elon put his money behind the project and then claimed it as his own.

They were workers, Elon is not."
2021-10-30 16:55:34+00:00,1454492183155728388,"Trending on #LunarCrush:

""BREAKING: Tesla may start accepting #Bitcoin for payment again - SEC filing."" via 

Top coin mentions
$btc

https://t.co/CdmDfya7p8 #LunarShare"
2021-10-30 16:55:28+00:00,1454492158107348994,I wanna win baby dodge Tesla pleaseeeee... love you baby doge😍😍😍😍❤️❤️❤️RACE THE MOON. 🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀 https://t.co/U27wkLGDi6
2021-10-30 16:55:28+00:00,1454492157595856901,"i entered the FREE @BabyDogeCoin Tesla giveaway!
 
You can enter too at https://t.co/RXxsh48z07

If you like #DogeCoin you'll LOVE #BabyDogeCoin https://t.co/05DCTC4YCV"
2021-10-30 16:55:27+00:00,1454492155356004352,"@AnyBodyCanFly It might become TAANG

~ Tesla 
~ Amazon 
~ Apple 
~ Netflix 
~ Google"
2021-10-30 16:55:04+00:00,1454492059117756418,"Tesla Model 3 SR+ Road Trip Around Queensland — Part 7

For those of you who have just joined us, this is the middle of a saga about driving from Brisbane on the coast of Queensland 1500 km to the inland town of Winton in a Tesla Model 3 SR+. Earlier  https://t.co/9EWd7SDYar https://t.co/yWhcNJh7bt"
2021-10-30 16:55:03+00:00,1454492052314640392,"I don’t really believe that Musk is a boob guy. It’s all an act. It’s all a joke to him. If he really cared he’d be using his money to influence the culture. Especially now that he’s divorced. Buy up the Russ Meyer catalog, put it on Tesla+. It’d be a snap of the fingers for him"
2021-10-30 16:55:02+00:00,1454492048539672579,@TeslaAIBot @Tesla Gold!
2021-10-30 16:55:01+00:00,1454492044056047621,"Anyone know of any good blog sites about Supercharger road trips around Europe, America etc? @Tesla @TeslaCharging"
2021-10-30 16:55:00+00:00,1454492042801811460,@elonmusk @PPathole Next Tesla event run onto stage like that 😂
2021-10-30 16:54:57+00:00,1454492029417922564,"@RadGfx @ElPanardi @perma_bear So simple. Owners won't at all be upset that Tesla turns off a $10,000 feature.

They'll understand the tech isn't ready and no one will even think of asking for a refund or starting a class action lawsuit."
2021-10-30 16:54:57+00:00,1454492028826435599,@FrenchieEAP @SawyerMerritt @CompaniesMarke1 It *will* be more symbolic *when* Tesla passes Saudi Aramco.
2021-10-30 16:54:56+00:00,1454492023914893316,@JilianneParker @Tesla Does it also come with… S3X? Lol
2021-10-30 16:54:55+00:00,1454492021922598915,"@LucidMotors @InvestorLucid @Tesla @Teslarati @TeslaMotorsClub 
Finally here’s a real luxury EV without leaky roofs, loose handles etc. and with 520 miles per charge, over 1000 horsepower! https://t.co/l0jCCcImxz"
2021-10-30 16:54:54+00:00,1454492017086582788,"@Kuns_mind_fan That did occur to me after writing it! He's so capricorn and competitive,

Kun. If by some chance you see this, IT IS NOT A CHALLENGE.  We don't need a scientifically accurate representation of psoriasis or a tesla coil."
2021-10-30 16:54:54+00:00,1454492016356777997,@ItsKimJava @MattiHaapoja @Tesla Personally - the MX is by far the best in the range (regardless of whether you have kids or not)
2021-10-30 16:54:50+00:00,1454492000053600256,"Did You Know Your Tesla Can Do This?
#Teslamodel3 #Model3 #Tesla​ #ModelY​ #TeslaModelY​ #Elonmusk​ #LongRangeAWD​ #New​ #TeslaModelS #TeslaModelX #TeslaCyberTruck #Blindspot #Camera #Reverse #Sideview https://t.co/DZJoMzBWx0"
2021-10-30 16:54:43+00:00,1454491968818405376,@Tarushdei @unarose7 @DailyMail are there any income tax loopholes? one loophole is getting stock gifts which is subjected to gift tax anyways. Tesla may evade corporate tax but I wonder how could Musk evade income taxes.
2021-10-30 16:54:42+00:00,1454491964259381252,"$TSLA long target one hit at $1116.21,…Hope it helps#Tesla #TradeIdeas #StocksToBuy #Investing #TechnicalAnalysis... https://t.co/EUdA4PvxWG"
2021-10-30 16:54:39+00:00,1454491952309673989,"@MNutty53 Indeed. It’s enough I risked my safety on our first date. The idiot has a Tesla and it crases into a pole, split the engine block and I was hospitalized for 3 days. I’m very generous when I say idiot. 😂"
2021-10-30 16:54:38+00:00,1454491948333494275,@SpaceOr_Bust @SPACEdotcom Tesla? And a government contract is private?
2021-10-30 16:54:35+00:00,1454491935285006345,@RobinhoodApp @BoredApeYC @Sothebys @Tesla TIME TO BUY FLOKI INU🚀🚀🌙🚀🌙🌙🌙BEFORE ELONS NEW TWEET🚀🚀🚀
2021-10-30 16:54:30+00:00,1454491915651407874,"🤣🤣
“.. watching the market’s reaction to Tesla news can make you laugh. Provided, of course, that you haven’t made bets that the company’s wildly high stock price will fall…” 
@WholeMarsBlog 
CLICK:

https://t.co/IfTTg5NkWn https://t.co/qRIpIIj9jj"
2021-10-30 16:54:30+00:00,1454491915450085388,Pelosi Pushes Electric Vehicle Subsidies As Husband’s Tesla Stock Soars....(owns up to $1 million of Tesla call options) https://t.co/KKUh3PwGfY
2021-10-30 16:54:26+00:00,1454491900120010753,Just been told by a Tesla rep not to expect any model Y’s to be delivered until April! Is that really early 2022? @elonmusk @Tesla
2021-10-30 16:54:20+00:00,1454491873763106817,@MattiHaapoja @Tesla Model X of money isn't an issue.
2021-10-30 16:54:19+00:00,1454491868587302916,Tesla’s German Plant Hits Snag As Public Consultation Repeated https://t.co/4eKbnnkfX7
2021-10-30 16:54:18+00:00,1454491866171416578,@ahuizar1990 @RobinhoodApp @BoredApeYC @Sothebys @Tesla @coinbase Blah. Coinbase sucks azz too!
2021-10-30 16:54:18+00:00,1454491865743515648,"@idsewell @Tesla @elonmusk @teslaownersSV @tesla_raj @WholeMarsBlog Meanwhile, @Mazda, offers unlimited mileage warranties for their much more complicated ICE vehicles while @Tesla offers the bare minimum for their supposed 'million-mile drivetrain' https://t.co/9Pma0QVuSb

Come on @Tesla and step up. Offer warranties commensurate w/ your claims."
2021-10-30 16:54:17+00:00,1454491860723027974,@MiyanAdorno @MarketRebels Walk into any parking lot and it’s Tesla everywhere  (Not yet… 😂
2021-10-30 16:54:10+00:00,1454491833354964994,Ima need to get me a Tesla 👀🔥🔥🔥 https://t.co/aSiRoHAPht https://t.co/IAFg1xdBwO
2021-10-30 16:54:09+00:00,1454491829559255047,"@elonmusk is the Yoke steering on new Model X and Model S using a “steer by wire” mechanism? If not, when is Tesla planning to have the technology incorporated in Yoke steering similar to what Toyota is planning for its forthcoming electric SUV https://t.co/Q79dUzPY8t"
2021-10-30 16:54:08+00:00,1454491822449909770,@JACStradnShack $Tesla no body will not generate any profit from it
2021-10-30 16:53:59+00:00,1454491783614828548,@d4t4wr4ngl3r @TheArch01196450 I don't know. I mean it's not like Tesla is in need of more cash. I can be wrong.
2021-10-30 16:53:57+00:00,1454491775821832195,So anyone know what the price is to charge an electric car? Don’t hear anyone talking about it so I’m curious 🧐 @elonmusk @Tesla
2021-10-30 16:53:52+00:00,1454491757249507332,"I enjoy witnessing disruption after fact, comparing this to the telco sector, @Rakuten is doing the same, 2010 for @Tesla is 2020 for Rakuten. https://t.co/RigcNicw6J"
2021-10-30 16:53:52+00:00,1454491754434949128,@TeslaEnjoyer tesla but good
2021-10-30 16:53:38+00:00,1454491699409981447,Pelosi Pushes Electric Vehicle Subsidies As Husband’s Tesla Stock Soars....(owns up to $1 million of Tesla call options) - ...
2021-10-30 16:53:37+00:00,1454491692959256587,"@SHamioLogy_ The Founder of SpaceX, Tesla, and paypal"
2021-10-30 16:53:34+00:00,1454491680904785921,Seems like @RobinhoodApp is about to put out wallets which could trigger @Tesla acceptance of #dogecoin 😁 Makes me very excite for the future of #doge https://t.co/3Im38jjvwN
2021-10-30 16:53:31+00:00,1454491666400825344,@TeslaAIBot @Tesla Signature Red
2021-10-30 16:53:30+00:00,1454491663468937222,@JoelKatz 404 error.  Sorry to hear that.  Get a Tesla and turn on sentry mode.
2021-10-30 16:53:29+00:00,1454491660751040515,"Had I been an iPhone user earlier, I would have invested in $AAPL sooner

Had I drove a Tesla earlier, I would have invested in $TSLA sooner

Sometimes it as simple as trying a product to realize how dominant a company is

Try new things

Your next investment may depend on it"
2021-10-30 16:53:22+00:00,1454491630996709377,@TeslaAIBot @Tesla Black
2021-10-30 16:53:21+00:00,1454491625363841034,"@RobinhoodApp @BoredApeYC @Sothebys @Tesla If you have a delay on your graphs and pricing, and it’s inaccurate, then we are essentially in the dark on your app…why trade there?  You’re not able to make an educated buy or sell, it’s all gambling and guessing…why trade on Robinhood?  You claim no fees, but….."
2021-10-30 16:53:17+00:00,1454491609370824707,@InnerVagabond @DeseretNews @mbrownreport Like when they BANNED Tesla from opening a showroom is SLC?
2021-10-30 16:53:12+00:00,1454491588353269774,@dezmondOliver @Tesla @elonmusk Keeps timing out/error on me. 🤷
2021-10-30 16:53:09+00:00,1454491574503682056,"Here's the slide I would typically show first. Everything but the last column are actuals now.

Any automaker would trade for the up-and-to-the-right trend Tesla has shown over the last 8 quarters, against severe headwinds.
/13 https://t.co/hmearL5XV4"
2021-10-30 16:52:48+00:00,1454491487396417543,"@CyclAdeleC @42how_ @elonmusk @Tesla @teslacn You're saying: I save millions of people, I'm a good guy, so what if I step on/beat up one or two people once in awhile for fun. 
Well, good guys don't harm people for fun once in awhile even when the action is small. You know what's right and what's wrong, do the right thing."
2021-10-30 16:52:45+00:00,1454491476176433159,"@kchau @truth_tesla @heydave7 @elonmusk @zshahan3 @garyblack00 @WholeMarsBlog @SawyerMerritt You mean like how when the tax credits Musk got for YEARS dropped off he raised the price of his car by the exact amount of expiring credit?

You mean like that?"
2021-10-30 16:52:40+00:00,1454491455150444545,"I'm not sure I trust the intelligence of someone who thinks that driving a Tesla can mitigate storms, wildfires, volcanoes and tsunamis."
2021-10-30 16:52:39+00:00,1454491451065192450,@BritishHodl @NFL @Tesla Can’t wait to say the same about $BTC
2021-10-30 16:52:39+00:00,1454491449156780036,"@NervosNetwork @CryptoWendyO @Tesla @tayl0rnelson @AndrewKleinSEO @TheVanderWal @amirgamble @kyleecodes Join our community too! Check it out now!
#CosmicMusicNFT
@cosmicmusicNFT"
2021-10-30 16:52:32+00:00,1454491421990395917,@TeslaAIBot @Tesla Matte green body/black rims
2021-10-30 16:52:27+00:00,1454491400691613696,@rscotteisenberg @letsfixpolitics @thewarontesla @LucidMotors I doubt Tesla is the first company to release an expensive product to fund more affordable options.
2021-10-30 16:52:27+00:00,1454491400167436292,@28delayslater Tesla employees should pay union dues with their TSLA stock.
2021-10-30 16:52:25+00:00,1454491389975306250,"Check out this hilarious parody of Elon Musk explaining how to invest in startups, the company is also giving away a Tesla if the video reaches 10M views! #ElonsNakedTruth #reAlpha https://t.co/Khh5MKV2Jn

Enter here:  https://t.co/IeCz5naZKA"
2021-10-30 16:52:25+00:00,1454491389589217280,@KarenMcCullah1 @Tesla My non tesla solar system has only produced about 35% of expected production and now after 4 years the solar cells are dropping their output even more from decay.  Solar=very dilute power system. Caveat emptor everyone
2021-10-30 16:52:19+00:00,1454491368076808192,@ECMcLaughlin I would never lease/buy a Tesla - too much GM in them.  How much $$ do you have to spend?  SUV? Sedan?
2021-10-30 16:52:11+00:00,1454491331007557634,"#music #asmr #meditation #relaxing #yoga #soothing #healing #260Hertz #BinauralBeats

🎶🎶🎶 New Release 🎶🎶🎶

Nikola Tesla 369 Code Healing Music with 260 Hz Tuning

https://t.co/AWUqFuuf0K"
2021-10-30 16:52:03+00:00,1454491300443525120,"“What does Hertz’s decision to buy 100,000 Tesla Model 3 mean?” by Enrique Dans
https://t.co/Df6rjh71xB"
2021-10-30 16:52:02+00:00,1454491294844129282,@TeslaAIBot @Tesla Cosmic galaxy purple
2021-10-30 16:52:00+00:00,1454491288586395655,@MissRobinAustin @TonyBrunoShow @Tesla Also a push dagger. https://t.co/5sVaeN42jB
2021-10-30 16:51:57+00:00,1454491275676237832,@BabyTesla3 It’s idiotic that we even need to know this. I pressed on the middle section where the latch is on our old 2018 and dented the hood. I’ve owned a dozen cars and Tesla is the only one I’ve ever had this problem with. Our 2021 is fine after I learned this of course
2021-10-30 16:51:54+00:00,1454491259440189460,@14domino @SingedSoul @JBHayden77 @BondSavibgsbond @RealBrysonGray Guess I need to buy a truck now. I wonder if you install truck balls on a Tesla CyberTruck.
2021-10-30 16:51:47+00:00,1454491233154387971,Tesla issues massive recall on Model 3 and Model Y EVs #Technology #News https://t.co/ue7l6qiijP
2021-10-30 16:51:43+00:00,1454491213244116993,"@TeslaJLP @sdfoster1991 @wsattler119 @perma_bear No argument from me that a human with ADAS tech is safer than an unassisted driver; this is not unique to Tesla.

Independent sources? Not taking Teslas word on the stats b/c contradictions between what Tesla says in marketing FSD vs what its lawyers &amp; engineers tell regulators."
2021-10-30 16:51:39+00:00,1454491197079277575,@28delayslater That’s a good puppy that deserves a treat and maybe time behind the wheel of your Tesla while in FSD to show off to the other pups.
2021-10-30 16:51:34+00:00,1454491175684087811,@InsideEVs Will save you a click. Because the HERTZ CEO believes Tesla is the only EV manufacture who can produce at scale.
2021-10-30 16:51:33+00:00,1454491173544869895,@SendMcjak @LizRockstdy @phibetakitten @Inelonwetrust__ Unfortunately for you you’re unlikely to find an alpha male driving a tesla
2021-10-30 16:51:27+00:00,1454491148093898761,"Congrats Yule and Phi on the installation of your new Tesla solar systems! Thanks for allowing me to assist you with information on adding solar to your home. 

I now have 11 referred solar installations in 2021 and 26 overall! 🎉 #SOLAR $tsla #Tesla 
 https://t.co/0mqLkCJyZn https://t.co/wP5Q4VlerY"
2021-10-30 16:51:25+00:00,1454491138711175173,"@truth_tesla @elonmusk @zshahan3 @garyblack00 @WholeMarsBlog @SawyerMerritt This is a willfully aware tricky subsidy and bailout targeted to boost the American losers like @ford and @gm
They can't play and win on a fair level play field. All involved should at least admit to this bribery. $2500 would be fine to help those losers, but nothing over $4000."
2021-10-30 16:51:23+00:00,1454491133166252032,@xiang_aw @cleantechnica You should change Domestic assembly to Union assembly because Tesla's and few others are Domestic assembly where the Ford Mach E is Mexico assembly. There is no car that has more American content than Tesla.
2021-10-30 16:51:21+00:00,1454491121468559366,@latitude_post @BomsteinRick @WallStCynic @davidein Reg credits are pure profit. Subtract from net income. There’s a note in the financial statements about warranty reserve. You can see Tesla reducing warranty reserve per vehicle. Also check note on guaranteed resale value
2021-10-30 16:51:19+00:00,1454491112643645442,@MrBeast Commenting on @MrBeast's Twitter Post until he buys me a Tesla Model 3 Performance: Post Nr. 582
2021-10-30 16:51:09+00:00,1454491071673667595,"i entered the FREE @BabyDogeCoin Tesla giveaway!
 
You can enter too at https://t.co/8TB2Xwznuj

If you like #DogeCoin you'll LOVE #BabyDogeCoin https://t.co/nx2bgqPicq"
2021-10-30 16:51:07+00:00,1454491063419297796,"@Tesla Meeen, hey)"
2021-10-30 16:51:04+00:00,1454491053592035332,"@IrnestKaplan Thanks:) assuming your curious as well.

Interesting to see the differences in what each valuation was at 1T.   How expensive was each at that time.  
We know Tesla has larger fwd CAGR."
2021-10-30 16:51:01+00:00,1454491040858132483,Why @Tesla's trillion-dollar @Hertz #EV deal day begins a new car rental era @CNBC (When is ⁦@Avis⁩ ⁦@Enterprise⁩ gonna get off the proverbial dime with #electricvehicles?) https://t.co/RSVawODT10
2021-10-30 16:50:54+00:00,1454491009249910784,"@GavinNewsom Governor Newsom is being naive if he thinks losing Tesla to Texas was just yet another ""ho hum"" loss like Oracle,Toyota,Charles Scwab etc.

the loss of Tesla is an existential threat - CA has to outcompete Tesla in the marketplace using all its resources."
2021-10-30 16:50:44+00:00,1454490968493748225,Solar panels doing their thing. Zero energy used from the grid for 1 week so far #powerwall #tesla https://t.co/Ac9VVZ2niL
2021-10-30 16:50:41+00:00,1454490954287783937,tesla now https://t.co/ZD1wMAbm1L https://t.co/u9IdRSiGxh
2021-10-30 16:50:40+00:00,1454490949334315011,This is the beginning of something incredible. Mark my words: Lucid is going to become huge over the next 5-10 years. Tesla better watch out. 😉 https://t.co/MUjrFsOf8Z
2021-10-30 16:50:37+00:00,1454490938068197383,"481/902R…Valley Central Way and Avenue J…2 vehicle TC in intersection…one vehicle fled scene…Sheriff and FD enroute code 3

UPDATE: DP vehicle is a Tesla…vehicle last seen near Planet Fitness

UPDATE 2: Deputy has DP vehicle and driver detained…vehicle is a black Pontiac G6"
