tweet_id,content,target
1957016339,@munchkinhugs I don't like the possibility of the left side of my brain hurting because of the thing called a VP shunt and possible death,0.0
1957016697,Had to cancel wow for now,0.0
1957016818,wants to make a music profile but i don't have money i don't know how to write music i don't know how to play an instrument and no studio,0.0
1957017164,@fairyfroggie But yeah...I'm sad about my &quot;Ravenclaw&quot; account. I love that account to bits.,0.0
1957017177,"It's 1:15 AM, and I hear a helicopter flying over my house. That's kind of weird. In other news, my headache is back. BOOOOO.",0.0
1957017320,@__sugar oh no  i am always here ;) &lt;3,0.0
1957018061,Up late with nothin 2 do.....,0.0
1957018162,i think the vog is making me sicker than i think. feeling slightly achy,0.0
1957019034,i am doing homework it sux big time maths is the worst!!!!!!,0.0
1957019556,sometimes i wish things could go back to the way they were the beginning of last summer,0.0
1957019715,"I downloaded the new twitterfon update thinking they were fixing the typing problem for new tweets, but no, they didn't",0.0
1957020180,"@kateisbored I feel the same way, but I guess no matter where you are there will always be memes.",0.0
1957020390,i'm sooooooooooooo confused,0.0
1957020624,"Work day 7 of 7,",0.0
1957021039,"@SuperJerry No refunds but they do retrieve accounts, takes like a week. Just hoping the thief doesn't use hacks or then it's permaban",0.0
1957021305,Cute Malay girl came to seemy room for rent - sadly think it was for her guyfreind   bit misleading and disappointing LOL,0.0
1957022610,not super keen on the drive home through the rain.. additional concentration required that i don't really wanna deal with,0.0
1957023133,"no transport for church  wont be making it, im crushed. Oh well, more time for assignments I suppose. My throat really hurts ...",0.0
1957024334,@seemouserun so I tried jumping without the trampoline and its like thud* thud*  shouldn't have eaten that cookie.  http://myloc.me/1XIz,0.0
1957025428,"Everytime I send an email to my coach, I feel a need to practice.   shitty balls.  Lol",0.0
1957026475,It's pissing me off and not letting me follow ericka,0.0
1957027495,Is going to sleep not peaceful  wanted to hear him say Good Night but that didn't happen  Good Night everyone....,0.0
1957027630,my mums trying to make me feel ebtter about stopping voting adn not winning shortstack. i almost cried.,0.0
1957028775,I have forgot the live with the Jonas Brothers on Facebook,0.0
1957028895,I haven't seen Muffin in two whole days!,0.0
1957029111,@YumiFujii i'll miss y'all back... give @LesleyBoudy my regards...,0.0
1957029641,"I have to admit, I'm a bit bummed out that I wasn't with my friends walking today....",0.0
1957030196,my twitter has been hacked again,0.0
1957030545,Just found mj mouse flats at DJs. Of course there are none left in my size,0.0
1957031520,"@jmoriarty I don't even want to know WHY you know about VHEMT, but don't go - we'd miss you",0.0
1957032228,@xoshayzers i knoww  things won't be the samee &lt;/3,0.0
1957032539,"OMG-ness it's 11:18 pm and I need to beup early to set up my garage sale it starts a 8am, wish I said 9am. I'm beat.",0.0
1957033103,"Okay, so twitter suddenly changed, how do I respond to messages now",0.0
1957033558,Decided that no matter how good my hair looks curly it doesn't justify the burn I get from the curler! My hands covered  I suck at it!,0.0
1957033776,Going to sleep. Gonna fall asleep playing apps again. Tmrw is going to suck,0.0
1957033901,sprained my ankle  like really badly and tore some stuffs. it hurts! and its my birthday weekend,0.0
1957034202,I can't believe the Metal Gear Solid song was stolen    I'm so disappointed  http://bit.ly/YKkSu,0.0
1957034566,@MacZombieRawr  I wish I had Left 4 Dead. But first I'd need something to play it on...,0.0
1957038324,my teeth and head hurts,0.0
1957038398,I HATE rob zombie movies. &amp; the smell of weed. Vommmm.,0.0
1957038475,Waiting in line @ tryst,0.0
1957038477,Hope I get a job cuz we need an apartment. I'm drunk &amp; miss my lil punkin  TEHE!!!,0.0
1957038763,just got home! not wanting to read the last chaper of breaking dawn cause i dont want it to beover,0.0
1957038970,I need to be held...  Gnite.,0.0
1957039203,"Hanging out with sam, billy, and veronica. not going to school tomorrow to take sam to body shops. Dang car accidents",0.0
1957039456,no more arrested development. i am sad.,0.0
1957039894,omg i keep losing followers this is so sad  i want 90 one day....thats my goal ;D,0.0
1957039922,I feel so deflated. No more doggy.,0.0
1957039947,@blood_rain i wanna see her hair  hows everyone?,0.0
1957040172,"I just had to empty my trash on the mac. that was one of THE MOST DIFFICULT things I have ever done in my life. 8,000 pictures are GONE.",0.0
1957040395,im contacting PAWS Philippines so i can find &quot;tiger&quot; a new owner. im so sad. i love my dog soo much,0.0
1957040988,just got home! not wanting to read the last chaper of breaking dawn cause i dont want it to be over,0.0
1957041569,Aww...  Pray for the arroyo family everyone!,0.0
1957041745,Fuuudge. Movie store is closed,0.0
1957041767,ALO is so sad and quiet and empty tonight,0.0
1957041856,@wuzzyangel You never answered your DM I sent you....   I need your info...,0.0
1957042008,Am trying to get through the pilot of the first season of friday night lights. Oh gosh  Pass the tissue...,0.0
1957042316,@Mona26 Aw where are you headed to? i just cancelled my trip to Aussie,0.0
1957042474,I have cystic lacrimal infectection?? my eye and face are swollen and it hurts!!,0.0
1957042509,@jose3030 I didn't think anyone caught that,0.0
1957043226,Sad that Christian Lacroix had to file bankruptcy,0.0
1957043241,I dont feel good AT ALL. fuckkk,0.0
1957044366,why did i agree to work a double shift,0.0
1957044680,looks like i'll never go to the zoo,0.0
1957044694,@djvinceadams Ohh poor girl  I'll email her... I am relying on you being here in October Mr!!,0.0
1957044789,@Moss1982 bad times?,0.0
1957045395,Have to go to the dreaded DMV tomorrow,0.0
1957045940,@SharonHayes Thank you for the rec but that doesn't work,0.0
1957046090,My puppy Gizmo h8s me..  haha. He still growls @ me.  I always look back @ my long pruple scar on my fingie,0.0
1957046631,I don't know how ima work out tomorrow wit my body dis sore  ugh,0.0
1957047569,I'm feeling this pressure in my head that always kicks in just before a nasty headache. I'm not looking forward to this.,0.0
1957047571,Taylor Swift and Joe Jonas looked really good together. I'm kinda sad they broke up.,0.0
1957047787,I'm suppose to turn in a sentence outline for my research paper within the hour online but my neck hurts.,0.0
1957047828,"Lady across the way had a miscarriage, say a prayer",0.0
1957048027,God I just want to sleep.,0.0
1957048870,I feel so deflated. No more doggy.,0.0
1957049167,Found my book. Starting a real paper-bound journal tonight. Have an annoying zit above my lip. Makes me look like I have herpes,0.0
1957050684,is feeling bad  just got bad news about my Mum,0.0
1957050747,@RealBlackWidow But but I dun wanna,0.0
1957050890,@imjustlalayone damn girl I'm so down but ya gotta let me know so I can get my kit together &amp; I got a flyer  Any next weekend? I&quot;M DOWN!,0.0
1957051517,"@JustinOdom dbl booooooo for being sick, flippin blows! ... bahaha i kno i dont have many friends on here either. i feel so lame  haha",0.0
1957052409,don't feel like working  I think I tweet this too often!,0.0
1957052932,feels sick to my stomach and idkk whyy,0.0
1957053170,vineri...nimic special sau probabil un alt weekend pierdut...,0.0
1957053566,"@hello_jodie Um, I was thrown from @JareWolf's van yesterday and had to be taken to the ER",0.0
1957055178,"got to final table, but....went out third.  Don't think I'll be getting my free seat",0.0
1957056027,@judyrey  The link doesn't work,0.0
1957056896,The humpalow um ya I think so... Cell is dying,0.0
1957057026,Last day at work...Sick to the bone,0.0
1957057469,i feel like I'm on house arrest.,0.0
1957058219,@cosmiclagoon Did you know that there is a shortage of shells for crabs to use on the beach due to beach combers? It is very sad,0.0
1957059348,my stupid tooooth hurts,0.0
1957059917,@turnitgrey my computers broken and I broke my laptop so I had to use the phone  ahh still on he cause they fucked up my order.,0.0
1957060439,It's a sad economy. Just heard of another friend losing their job.  so sad. But just a reminder that...,0.0
1957061418,@jarekpastor I'm just starting to feel really panicky and anxious that something bad has happened cos it seems like it's been ages,0.0
1957061527,my dog ran awayyy,0.0
1957062262,"I'm back. top molar extracted  swollen face, all numb.  But no more toothache or sinus pain.",0.0
1957062676,does anyone know any good rap songs? i need to make a rap/fun cd and i have no idea  helllllpppp,0.0
1957062827,I'm awake. Anybody else awake? Wish I lived in the US since all the fun happens when I'm asleep!,0.0
1957063845,@Penguin_J heehee. i love you! i am tired.,0.0
1957064177,my mobile phone refuses to charge!!  either the battery is broken or the chargerrr ( booooo,0.0
1957064253,@Kirsten613 oh how i wish you would get her to sign something then send it to me or let me call you when you meet or something,0.0
1957064566,"@kimberly625 hmmm, I thought u were sleeping!! Too bad I can't see those videos until tomorrow night.",0.0
1957064575,"Morning everyone sorry for going early last night had bad news, felt totally crap   Today is a new day",0.0
1957064908,"how I wish my parents put me into a Chinese school when I was younger. Then, it'll be so much easier for me to get a job...",0.0
1957066120,@charloro jealous  it looks like schindler's list in toronto,0.0
1957067988,@joiskol  being in your room makes me sad.,0.0
1957068229,"Nearly fell asleep, but was jolted out of bed by a massive panic attack and now I'm not sure if I can sleep at all.",0.0
1957068880,@CocktailChic oh f*ck! I completely forgot about Thirsty Thursday! oh. my. gaga. this sucks,0.0
1957069453,"if one people did any wrong, the world blames all the people over there, this is the great world which we are living in!  Shit!",0.0
1957070534,@meljachin: eww. dislike,0.0
1957070786,Tactical mistake: going to the city library and buying milk. Who knew? OUCH OUCH OUCH. Maybe a good thing I didn't try for uni.,0.0
1957071331,"@SuzyDunkley sorry bout the cat,",0.0
1957072308,my stomach feels like it's touching the ground..i'm SO full,0.0
1957072682,Sooo much work so little time,0.0
1957072896,missed iron chef,0.0
1957073073,@thevowel the DS version sucks,0.0
1957073201,what a bad day,0.0
1957073984,"Ugh, my internet was down!",0.0
1957074214,is feeling so giddy and wanna go home.,0.0
1957074977,Up and packing. Its the last day of youth camp,0.0
1957075229,Somebody please save the polar bears!,0.0
1957075457,It has come to my attention from a 16yo friend that I've recently gained a TON of weight. He didn't know it was me.,0.0
1957075557,guess im staying home tonight...no movie-ing for me,0.0
1957076048,went to the cd store to search for the cd. But,0.0
1957076214,@BuzzEdition reminds me of the weather a month ago it was horrible  I hope all is well hugs,0.0
1957076433,I miss my mom..  &quot;May angels lead you in&quot;,0.0
1957077552,@chocolovere i feel the same way every day,0.0
1957077564,Can't sleep. Sucks. The one day i have to sleep in and i have to get up and go shopping with mom. Ugh.,0.0
1957078157,Sleppytime. Really missing my godfather right now. Love you Wayne,0.0
1957078740,So have a headache right now and it sucks,0.0
1957079130,@JayDz hope ya sleepin well  guys still here,0.0
1957079403,"@jwray12 Lakers, baby Lakers!! I'll miss the game tmwr. I have to work  you'll have to keep me posted please",0.0
1957079496,"comfort food of the day: pan mee. though, it didnt taste any good..",0.0
1957079533,damn being drunk and hot sucks,0.0
1957079568,misses my baby.,0.0
1957079622,is not sleeping because he has paperwork to do.,0.0
1957079972,Showered in ice-cold water. Sweating now. Means one thing: I'm sick,0.0
1957080150,"midnight cry.. wish the person I wanted, wanted me right now",0.0
1957080579,I'm poorly and can't sleep,0.0
1957080963,Went to pole class. Feeling discouraged. I am hopeless when it cones to dancing or sexy moves or spreading my legs.,0.0
1957081280,"@RoasterBoy And these poor, unfortunate souls don't appear to have any pants at all...  ? http://blip.fm/~78qvz",0.0
1957081795,@damohopo @StephanieEllen If I told you how often I wash my hair you would never speak to me again,0.0
1957082086,"Looks like another sleepless night dedicated to homework. Sorry in advance, Ms. Chapman.",0.0
1957082503,@jessicaduncan http://twitpic.com/662vk -  WHY DO U LOT MOCK ME!!!,0.0
1957082536,didnt say goodnight to you,0.0
1957082926,has work tom.,0.0
1957083616,today we say goodbye to the second good friend in a week from dmp  but at least the sun is shinning and I'm definately NOT working this pm,0.0
1957083641,fuckin'm transtelecom,0.0
1957083786,"is really, really bored... I guess I will go to bed",0.0
1957083910,@Syo_of_the_dead I met a stranger just 10 min ago. He was stalking me at the store,0.0
1957084166,Sometimes the things you say hurt the ones you love most unintentionally.  And you can never ever take it back or fix it.,0.0
1957084446,@nickkk_ that sucks!,0.0
1957084638,Having Fever  dont feel to work,0.0
1957084742,"Taking Horse Pills, hoping I can get some sleep tonight",0.0
1957084945,missing @MeLDiBiAsE...6 days can't pass quick enough,0.0
1957085211,"Working from home today, my back is killing me  Doctor and then physio after later today.",0.0
1957086444,"Looks like it's going to be too nice to work today, how annoying as I have no choice",0.0
1957087059,is desperatly hoping my dad takes me to vanessa's game,0.0
1957087780,@pb_and_jay hi!  Fuck your job!,0.0
1957087793,Missing you all deeply,0.0
1957088224,"@Ravels sniff sniff  take care ravels! Hopefully we'll be chatting again soon. In the mean time, I'll HELLA miss you.",0.0
1957088574,Somebody please save the polar bears!,0.0
1957088900,"My nose is runny, my head is pounding, and teeth hurt like a bitch. MAN. @-) I feel awful.  =((",0.0
1957089208,I don't want her to leave..,0.0
1957089935,Working   But it's Fridaaaayyyyy,0.0
1957090025,At the Grove for 'Drag Me to Hell.' I hope that it doesn't suck.,0.0
1957090285,@NOLAevol so i feel like shit for saying HAPPY BELATED BIRFDAYY.. i'm only a month late,0.0
1957090408,"@KaliyahPjones lmao...thats sad, kinda discourages me 4rom goin if the shit's wack",0.0
1957090496,@WillyNorthpole I wish I was there,0.0
1957090643,"I miss my little Batty, she was only 3 months old when she got sick, she was always so fun and full of life &lt;3 Even at the very end...",0.0
1957091327,morning again! I hate mornings. So offensive!,0.0
1957091372,bed bed bed @samuelasanders do you never answer texts anymore?  I thought of you the other day and sent one but never heard back. Sad day,0.0
1957092017,@brianshead waah. We're no longer your peeps.,0.0
1957092623,@angelica_yo LOL wow dawg doesn't sound like you're playing!  I feel bad now haha,0.0
1957093185,hoping i didn't fail english. that would just be sad,0.0
1957093471,Know what would be great? For my shoulder to stop hurting so I can sleep normal again.  I just want/need a few solid hours of good sleep.,0.0
1957093920,@MariusLT I'm sorry about your bad driving experiences.,0.0
1957094323,Already misses @CMontecillo,0.0
1957096302,I knew I should've worn the SARS mask on the plane from SoCal.. feeling the beginnings of a sore throat,0.0
1957096324,Gutted that the bathroom still isn't free- early work isn't going to happen  . And I need the loo!,0.0
1957097210,@laurelexmachina awww I wish I could have been there  I'm stuck here about to jab out my eyes with knitting needles,0.0
1957098732,"finished sewing for the night, uploading pictures from slidebar and beach. i cant believe i am having difficulties with twitter!",0.0
1957098844,thank you @ddlovato (: cant wait!!!! ummm btw ima crash still sick,0.0
1957098983,"First my work computer, now my home laptop is fucked.",0.0
1957099112,#liesgirlstell  a guy calls her phone to see if the number is real ) ohh my phone isn't working . try tomorrow .,0.0
1957099375,#beer #friday #melbourne #cbd #mtub #mini #cmon Thirsty and lonely ... you buggers are making me feel like a scotty no mates,0.0
1957099717,@debbylovespr I know. We came back from 22 down in the 1st just to lose the lead in the last 6 minutes.,0.0
1957099719,gosh... summer vacation is almost over here at the philippines.. kinda sad..  i wonder what section will i be in?,0.0
1957099758,I'm bummed that I can't wear my sweet Nike kicks to work.,0.0
1957100044,@Pickleybaby - your twitter is broken,0.0
1957100428,@joek949 It's depressing I'm stuck inside all day,0.0
1957100610,@rachelasha I even saw the news feeds of the archie website. But can't believe he'd choose veronica. I'm disappointed,0.0
1957100791,i hate being sick. i miss @cynthiasheree @lucyowns and @larilync,0.0
1957102054,"Woke Up,I Wanna Stay In My bed",0.0
1957102266,depressed that i wasn't included in the morcom gardens quiz on facebook,0.0
1957102331,"@dravenreborn yeah, its still totally in the high 60s here. soooo notlooking forward to aug and sept up here",0.0
1957102464,Upsidedown tomato plants died!,0.0
1957102562,So deep its priecing my soul,0.0
1957102785,@ashleypratt Oh come on!!! You get next week off and I get next week full of exams!,0.0
1957103680,"@vocabularies i know, don't tell anyone  i dont know if my dad told the famz yet. i think i'm taking it online.",0.0
1957103831,@ddlovato Caan't Iht Be Earlier? ICant Wait That Long.  Ahar. (:,0.0
1957103882,My children have promised me birthday brekkie in bed. There's a problem with that in that there's bugger all food in the house,0.0
1957104001,@RDeRozario woops! I only just realized my DMs to you are not going through,0.0
1957104948,@prncsztalia why do you hate me!?,0.0
1957105755,http://twitpic.com/663vr - Wanted to visit the animals but we were too late,0.0
1957106132,@prime8507 PC I agree...  We have a problem. We must stop spending and only work!!!,0.0
1957106328,#jonaswebcast i just missed it!!!!,0.0
1957106916,So exhausted..can't sleep. I don't like these nights,0.0
1957107095,i'm gonna miss all the live Comet action tomorrow! i have to go take care of my cousins and they don't have access to the interwebz,0.0
1957108151,@NothinButSin sorry to hear that.,0.0
1957108253,"Morning ;Sports day today, and I have to do the three-legged race with @Weefeetfrankie  ; Mr Pettigrew said I'm not aloud to trip her up",0.0
1957109281,Just found out I can't drink at this bar! Booo missing e1 at palomino's! No cheers sad face,0.0
1957109545,Cannot sleep. 2+ hours of tossing and turning.,0.0
1957109983,Omg going to die of swine flu when I go to Melbourne,0.0
1957110088,Packing  I don't like it..,0.0
1957111072,finished a whole box of ice cream,0.0
1957111418,@crispynoodles plus I just deposited tax return cheque but for first time in 7+ years it didn't clear immediately,0.0
1957111702,@AshleighRyder I knooww  &amp; my hot water bottle iss in whangamata without me. ahhhhh,0.0
1957112874,Holy crap! It's raining in LA and I don't have a jacket!  oh no.,0.0
1957113231,"Wish I could attend E3 this year. But these small events like the NBA and Stanley Cup Finals keep getting in the way.   Work, work, work.",0.0
1957113650,@chrisontv88 btw I am not a wimp,0.0
1957113844,Rejecting all food substances.,0.0
1957114162,"@bigyahu no I was trying to interview Dr Paul Twomey, CEO of ICANN. Phone issues cut the interview from 30 mins to 15.",0.0
1957114575,@queenbmakeup i can't add you on myspace girly  it asks for a last name and email,0.0
1957114904,@meghanwong don't think i can take a needle. watched a horribly gory short film on drugs a few months ago. i'm scarred for life.,0.0
1957114960,I don't wanna go back to work   sleepy time.,0.0
1957115194,@jprestonian It feels not good.,0.0
1957115546,Thinking about getting up for work,0.0
1957115997,I was a very naughty girl tonight. dissappointed with myself,0.0
1957116154,@rbuerckner That's better than Missy 8 telling me I should be on The Biggest Loser,0.0
1957116289,http://bit.ly/3W9w1  NOOOO! he goes for Orlando! OMG  I'm gonna CRY!!!!!!!!,0.0
1957117968,"@johnpopham Morning John, yes I do, however I have a diary clash and sadly can't attend!",0.0
1957118155,I miss my friend,0.0
1957118513,Yea i just saw this really sad commercial,0.0
1957118612,Hmmm. Using TinyTwitter on a small non-touch screen is really not much fun,0.0
1957120282,@elephantgravy my new lens isn't working. It worked for a bit and now gives an fEE error,0.0
1957120549,Hates having to sleep alone,0.0
1957120823,"back at school again. almost weekend. oh wait, i gotta work from eight to four tonight",0.0
1957120981,I loved johnny carson now I'm going to hate seeing jay leno go,0.0
1957121259,even though everyone wanted to do a newish song and our teacher agreed :S old grumpy doesn't like us happy  haha,0.0
1957121670,doing my english essay (on r&amp;j...wtf) that i should have done a long time ago when it was assigned last thursday,0.0
1957121753,@Tiff_Tiff_Marie  I think I do it too much....,0.0
1957121970,@razitul ya. i was suffering the whole day yesterday. met dentist and feel a bit better. i still look like rocky balboa though,0.0
1957122083,@GQbound I didn't end up really eating  had more snacks. sigh,0.0
