tweet_id,content,target
1957103842,"Friday yay!! And a bonus, don't have to drive to Wales tonight.  Athough will miss kitten cuddles and going for a ride",1.0
1957104830,Q: what studio created 'Open Season'? should google it or look at the dvd downstairs but feeling lazy,1.0
1957111643,Photo: martwo: OMG i love you!!!! i accadentally deleted this photo  yay hes SO beautiful http://tumblr.com/xvd1wankt,1.0
1957112696,@charlieboy808 thanks for the rt and sorry about your new place with the domestics,1.0
1957112843,"Ok, other then my shoe, the club is cool. Its fun, and its poppin except 4 the ppl tryna dance wit me",1.0
1957113346,"@o0hemmy lol hi emmy, latin would help me study for the aptitude tests to get into grad school ;\ thats why i wanna take it",1.0
1957113687,@kaseypoteet LOL yeah yeah you big perv ;) Was hoping to see you next week but scrapped plans,1.0
1957117458,"good time Rocking out @ open mic, thanks 4 all the love n support. Now working on Business plan presentation. No CG again 2nite",1.0
1957119110,@plantweb  Lettuce &amp; spinach does best in cool weather.. I live in florida..not much luck growing those..,1.0
1957119780,"@IkramShahnawaz Oh I love 'em, but when I think about the kind of preservatives they're using to stay &quot;just-baked&quot; it kinda makes me sick",1.0
1957123048,@UniqueMakis Awesome! Wish I could fly out to see her,1.0
1957123350,@nawid nope  het is LOST&amp;found he ;-),1.0
1957123747,"@heresmyhello92 LOL, very true. Maybe next year. I loooved that siggy, and I don't remember what the password for the mod thing was  Cake?",1.0
1957124444,@JetWolf I know I enjoy watching you two on twitter. About as entertaining as the comic.  That I miss,1.0
1957127234,Hahaha! Alright  ..,1.0
1957128448,someone take me to LA  I NEED TO SEE THE LEMON TREE,1.0
1957129191,wants see my friends  ;-) http://plurk.com/p/wxnwa,1.0
1957130105,"@hiracdelest who's the one always working now?  oh yeah, still me.",1.0
1957131642,that was an interesting show to say the least. recap tomorrow. first i must sleep. work in am.,1.0
1957134278,My BFF rocking Hotel California now. No @NKOTB songs!  done stay the same. What's next? Hmmm.. Careless whisper!,1.0
1957135265,@Anna_Viola love it! By the way I didn't end up having time to go this week  I'm sooooo sorry! Next week for sure!,1.0
1957136998,Counting the minutes when my dad's g-friend is leaving,1.0
1957137171,@leopardqueen @seekinspiration Have fun! I miss you guys a lot!,1.0
1957145546,I am going to die tomorrow night.  @emilazy should be here.,1.0
1957146502,big day 2day the xt launch was amazing! so much free stuff thanx 2 the edge and telecom! found the phone i want...cnt afford it yet tho,1.0
1957147618,@colstewart You're cycling tho' that's good. Healthy eating  Healthy and eating are a contradiction in terms.,1.0
1957147665,"@daveockun I hate you , Fleetwood is my favorite band...I'm so jealous  ok I still love you haha",1.0
1957148955,i no i no bt i had only been a gamer for like 2 years when i made that attempt  lol yea i luvd F1 to an extent @yellowshirts,1.0
1957149170,@Sashairene hahaha oh man please come to pomona i would love to see you everyday instead of like once a year if that,1.0
1957150281,@BriannaBanshee such a dissapointment  hhaha,1.0
1957151886,"creeped it up at the ice cream social! good times. lars and the real girl, such a sad movie",1.0
1957153131,"@drewseeley hey i loved ACS but i had to see it online, is not here yet   cant wait to buy it!!! you look amazing there",1.0
1957161380,I wish I was going to we love sounds,1.0
1957164607,@kirstiealley funny u havent showed me any love yet at all,1.0
1957165693,@AnnetteStatus I luv urs! admitting niley with a kiss (: but then they change their minds  haha &amp; demi/sterling (: not jemi but still cute,1.0
1957171745,was playing street fighter IV and Seth Raped me,1.0
1957176189,"@jamasweetie06 see...u shouldn't be comin' 4 the city, u should be comin' 4 me",1.0
1957177248,"@wedplanworkshop . Flights already booked, plus its GGD2 1st birthday. Can't miss that ! especially as we missed GGD1",1.0
1957179157,boring. i wanna go for taekwando,1.0
1957179475,Watching Leno for the second to last time on the Tonight Show,1.0
1957181030,"I can't wait till it's Sunday, a new episode of Supernatural but then there are only 6 episodes left now",1.0
1957189228,@markiti The sweety sat on the table this morning...Just woke up! Very sweet! Oh...btw...I think i'll be home around 7 pm!!!  Xxx,1.0
1957190628,@mattpro13 Maatt Havent spoken to you in ages dudeee  Dont forget bout ur Aussie fan  ;) lool. Love ya xx,1.0
1957191024,Are u missing ur frnds ? Hear to &quot;Manasellaam &quot; From Kulir100 Degree movie. Its amazing !!!  Nanbargale - Miss u guys !!!,1.0
1957192594,must clear out my DVR... getting rid of it tomorrw.,1.0
1957194329,@cha_rade oh no the economy gotcha?  sorry but so happy that you got another one in LA!  Enjoy SoCal! Ahahaay! LOL,1.0
1957195455,so carlie came over and she fell asleep on me,1.0
1957196056,"Trying to learn how to do this &quot;twitter&quot; thing... I'll get there. Welcome to all my followers, though Im not that interesting",1.0
1957198077,"Off work, trying to relax for about 30 mins before I've gotta go back to sleep",1.0
1957199368,"To all my friends: Im deeply sorry i'm moving, i will miss u all so very very much!",1.0
1957202373,@Jukie_08 hell yeah! i missed u last nite  lol do u like my opinion?,1.0
1957203110,@allyycase suuure,1.0
1957206634,@craftjoshua I CAN'T!!! My heart aches for her children  I wanna adopt alexis,1.0
1957206666,@TicketChoice lunch was going home to rest...not well today,1.0
1957207781,Only one more day of Jay Leno  que sad!,1.0
1957209188,ah thats better snow patrol! now to be stuck indoors  still weekend coming up and fresh air excellent hope its sunny!,1.0
1957209385,Good morning my sexy twitter how's yall doing??? I'm gd but it's like 7:49am n I still wanna sleep,1.0
1957211192,"up early again  loads to do- but the suns out, hurrah!",1.0
1957213189,@BevJack Babes it was sooo much fun!!  Thank you so much for making that happen!  Had fun with the ladies too!  Time went to fast.,1.0
1957216783,i wish i was at @angelcore's burning trees and trying on dresses...,1.0
1957216827,I just spent 2 hours playing TF2 and I don't think I'm any better at it than when I started.,1.0
1957219315,@KevinDavis1914  .... It was just alriiightt,1.0
1957220804,i wanna be love drunk,1.0
1957223703,@ColeDavid had  a little family party tonight   hope it rocked,1.0
1957223957,"@ddlovato, ahhhhhhh so excited for july 21 (: ecxept stupid australia won't get it til like decembbberrrrrrrr  but stilll ahhh! congratss.",1.0
1957225139,@kimberlymdg I had fun tonight! I'll leave you with this...Brandi Carlile will be in Dallas today.  We should just sneak into the show!,1.0
1957227285,@DHughesy ME! I wanted to go.,1.0
1957230190,@MaritessDeLeon aww tessy wanna hug?,1.0
1957230570,just got Up and going to get ready to go to meadowhall ;) can't believe my internet broke yesterday  GUTTED,1.0
1957232185,I am watching Blood + on veoh episode 19 love the music.wishing i could watch the live action but not old enough,1.0
1957232619,is it unny today or not? taking too long to decide haha. i wna get a tan,1.0
1957238059,@Snuva Mmmmmm I love curry. Don't have an Oregan though.,1.0
1957239665,@delta_goodrem should updatd her twitter,1.0
1957242975,wth is happening with my neck. this is definitely not stiff neck :|,1.0
1957243017,Looking at old pictures... I love it &amp; miss the good ol days,1.0
1957245904,"I just watched 7 pounds, maaaannnnnnnnn!",1.0
1957247325,Just finished The Minish Cap. It's a great game! I'll miss Ezlo and Link.,1.0
1957249003,"missed all the awesome weather, because she was in a movie!",1.0
1957251669,so much fun at the beach today!  and delicious dinner at @kimbononowowo's house!! i friggin love Mark and Josh!! I'm gonna miss them!!,1.0
1957252101,just got back from school.  SHEMMS!! Summer class has been officially ended.  http://plurk.com/p/wxsgy,1.0
1957257295,I miss the concert Tuesday already. I'd really like a time machine to go see it again... It was so fun...,1.0
1957259101,@cheri two macaroons go into a bar....one says oh your a nut.  wow I need to get out more.,1.0
1957259752,hahaha yeah i see that. but he can't twitter me back,1.0
1957259916,off to my Psychology class.,1.0
1957262114,Watching Jay Leno's 2nd last Tonight show   I haven't gone a day without Leno in like four yearss.,1.0
1957262854,#thingsmummysaid You need to learn to wash dishes and do laundry because I won't always be here to do them for you. She was right,1.0
1957264031,@TheKJA finished listening to Last Days of Krypton's audio book! Loved it...so sad though...,1.0
1957265858,i want candy!!!,1.0
1957272236,wishing i had marvelous misadventures of flap jack on DVD,1.0
1957272611,@MitchBenn Waah! You were in Aberdeen? F**K why do I miss all the best gigs?!,1.0
1957273826,Dying to get my hands on the Diagnosis Murder DVD boxset but those pesky kids at Amazon still won't deliver to Zimbabwe,1.0
1957275627,@assembled ive been there before  haha,1.0
1957278650,"i have the biggest headache right now, i washed my hair wif mum's shampoo and now it's gross  i like my shampoo way better",1.0
1957282467,@redframer123 I think they make you turn your phones off  I'll see what I can do!,1.0
1957283025,@oxygen8705 aww ty! s'just a bummer watching conversations,1.0
1957284360,"Heading home now, yay! Was going to buy a much needed bottle of wine to drink with dinner, but my wallet is MIA so no wine for me tonight",1.0
1957284576,"oooooh!  this guy is so amazing, he's so cute, and he sent me a photo!  and no...i can't show",1.0
1957285346,Just discovered a shortcoming of Gravity. When you use Twitpic (integrated) it doesn't subtract the pic URL from the 140 character limit,1.0
1957287436,Aw. The sky is weeping.,1.0
1957292590,@OXtravaganza and I was just gonna ask you if you wanted to go to CLUB Hidden House on sat night. hehe.,1.0
1957297096,"@LMA_xo My daddy lives in Manchester, I love it there :-D HULL?! :O bitch! I have a mate there and I wanna go",1.0
1957299195,There is something wrong with me! I'm so tired I can barely keep my eyes open. Yet all I've done for the last 3hrs is toss &amp; turn in bed,1.0
1957301684,I really wanted to watch Mary Poppins and sing along.,1.0
1957302602,@captainboots  YOU'RE FAKING IT! Hahaha...I kid.,1.0
1957307429,@kellanator I don't mind Sam. But I liked Kate more.  I don't like Chris. He's smarmy.,1.0
1957308753,aw. nick got his heart broken.  poor baby. i love you!,1.0
1957312495,@pourmecoffee I won my 5th grade spelling bee. Went down trailing flames on 1st word at county spelling bee  http://post.ly/geb,1.0
1957312851,shattered! PWG botched his hybrid dolphin shirt order and sent him xl,1.0
1957313260,Can you believe it:Tomorrow Night will be Jay Leno's last episode of the Tonight Show  I encourage everyone to watch it and welcome Conan.,1.0
1957319044,@TerrenceJ106  aww-that's my last one. Roo-Oop,1.0
1957319291,@ghozali actually I'd prefer a rum or gin but don't have have any as I've preferred them too much previously,1.0
1957320104,Bought a new combo printer at costco today (officejet j4550) cause it was cheaper than ink 4 old one. #windows7 doesn't like the fax part,1.0
1957320171,why do i have to wake up so early goddam?! 7.30 on my last day off  bummer,1.0
1957323292,@thomasfiss i think you should come tomarrow....because i was really really really looking foreword to seeing you.......please come?,1.0
1957329151,@tifftiff88 what don't be sad?  Be glad. Your 21,1.0
1957335162,@kevindavis1914 @taylorblack said no  ...she'll b @ home in 5mins to tweet u lol,1.0
1957339420,Jus Got Hom Fr. TDa Funeral... I'm So Sad! I Cried So Much Times! Much Love Grandpa!&lt;3 I Never Got To Say My Last &quot;Goodbye&quot; to Him.,1.0
1957340145,Goodmorning yall! I woke up to early,1.0
1957341357,Done with my drew and jayk handmade gifts now watching old menudo vids,1.0
1957342606,i really want a blackberry  my sidekick is hella wack. night,1.0
1957343450,"Google Wave looks cool. I should be working for these guys, I came up with some of these ideas years ago.  http://tinyurl.com/m77gp7",1.0
1957346788,kewl the JB chat was awesome. I had to miss lots of it though cause i had 2 go 2 skewl,1.0
1957347193,Listening to some nice music.. I think I should go to bed now so I get nice and rested but i'll miss Russel Brand's Ponderland,1.0
1957351140,@SharktailYPP The red font up the top is very nice. But where did they put all the old entries?,1.0
1957351242,EXPECTO PATRONUM!!! ----- nothing happens..,1.0
1957355196,"Bout 2 lay iit down, got a head ache   @niariley we hangin tomorrow idont care wat u say lol..soooo dm me ur # &amp; imma hit u tomorrow k ;)",1.0
1957356105,"@marjorielu MISS YOU, TOO!",1.0
1957356574,@trinsgarcia Yeah I`m okay. I couldn`t breathe for like 7 seconds.  I thought I was gonna die. Hahaha,1.0
1957357361,@ahhrjay useless tweet! LOL jk yay!!! You're coming tmr! How long u gnna be in phils for  ?,1.0
1957359624,I am soo happy! But frustrated at the same time!  :]  :S. Ohh noo!!! Britney is recording her new video for Radar!!!  Sooo ExxCiiTeed!!!,1.0
1957359653,"BOOYA!! Sup Tweeps!? Happy inFAMOUS day to you all, off to get it very soon. Can't wait to play, need to find some more time though",1.0
1957360852,"@TerrenceJ106 I'm up wit cha!! Just got home from da reggae club, wishin I was sexin somebody!!!",1.0
1957363721,"@AroundHarlem that reminds me, i need to pick up a mask 2mrw. Thanks  I prefer not to take meds because i will b addicted",1.0
1957371316,on that note - i do not feel missed.,1.0
1957375661,Is dreading going to work  BUT....its friiiiiday!! whoop!!!,1.0
1957378234,"I just want somebody to love, and who loves me. I think and day-dream about about that CONSTANTLY.",1.0
1957379307,Walking to work on a gloriously sunny day. Going to be a good weekend in which I will burn as always even with suncream on  #fb,1.0
1957385704,I wanna go to DBSK oppa's Mirotic Concert in Thailand!!! I REALLY WANNA GO SO MUCHHHHH...    *burst into tears*,1.0
1957386633,@joanne7964 yeah I was like oh oh oh yeah that's it but then she said no  lol bummer,1.0
1957387122,@mimiwinfrey i wish i could find my camera cause i really wanna record some too...,1.0
1957387163,"@rettema &quot;might be interested&quot; - thanks, I was: I came, I saw, I winced..  too much like Flatland http://bit.ly/12f0y",1.0
1957388131,"worked out tonight, had to work off the Cheesecake I ate todAY. To all the pple who are on a diet.. DON'T QUIT! It's not worth it",1.0
1957389794,@ThatPaigeKid haha so your having father daugter bonding time? Lol anyways I g2g work get on msn later I'll be bored  x,1.0
1957391560,I love music so much that i've gone through pain to play :S my sides of my fingers now are peeling and have blisters from playing so much,1.0
1957393560,"All this talk of buttershots has me wanting some!  Maybe I'll have a small bit over ice, I haven't had any since faire.",1.0
1957394130,@westonbuck i want a zune but i looove my pod  hahah,1.0
1957396566,"standing here open hands and i know i can't do this alone hold on, hold on, baby, hold on...geeez",1.0
1957398625,@melkoo If it is any consolation I got my BMI tested hahaha it says I am obesed  well so much for being unhappy for about 10 minutes.,1.0
1957403939,@amyypee LOL i know! i only get to read it sometimes though cos my dad always chucks it out before he gets home,1.0
1957409145,"@LishaKatherine i hope your doing great! I, your friends, and california miss you!!!",1.0
1957412151,"@sueveeyall Haha, I wish I could",1.0
1957412562,"Warwick Castle http://snurl.com/izzau Amazing!  Off to Devon for a week...no internet, no updates",1.0
1957413675,@ScottRhodie I wanna be drinking at the pub,1.0
1957415150,"Up early this morning, first to portmeirion then home",1.0
1957415182,@DoeMarley SOMEBODY ACTUALLY TOLD ME THAT!!  LOL,1.0
1957421654,good morning people !! in good old germany is it soooo cold,1.0
1957422689,@sunnyphoenix there was like no1 there n tha DJ comp was hella wack... no gud DJs  but got in free so its all gud,1.0
1957422951,just fed three very hungry stray kitties three cans or tuna. i hope they stay warm and safe tonight,1.0
1957424442,is finally gotten online after logging 200km over the last two days on errands as the family driver  http://plurk.com/p/wxz12,1.0
1957429148,im gonna go to bed alone again.  Sad day for me. but itll get better.,1.0
1957432228,"Getting ready for work and the sun is shining, plus it's the w/e! Bgt tonight..... what am I gonna do after it's finished?!",1.0
1957433155,Cape Town was spitting all morning - now that im behind this desk; the sun comes out...perfect timing,1.0
1957434460,Ahh feels good to have played guitar hero after months! I suck at it now but  haha,1.0
1957436693,wishes she would call him ...   *hc*,1.0
1957439470,@soscandalous love you ::hugs:but i'm not seeing anything...wondering if i'm doing something wrong),1.0
1957440197,@gnoserif FANTASTIC IDEA.. you the man! but I'll end up all lonely when the tourist goes home,1.0
1957445404,"@thoughtmecca still on track to move back, albeit in 2-3 years.  However, my buddy Jen is now moving with me, so we're on a FAST track!",1.0
1957445896,Ok so I did shed a few tears watching the preview for next weeks Medium. I'm so scared. I'm so addicted to this show. I love it,1.0
1957447369,"My life what a beautiful morning, i can think if no better way to ruin it than by being at work",1.0
1957452090,"Oopsie, the origami box I just made looks like a strawberry! should I be allowed to teach?",1.0
1957453857,wish my nicky were home too,1.0
1957454380,"i really want to marry leighton meester. damn, can`t take my eyes of her.",1.0
1957455328,hmm..Osaka. Last show today.Very sad  . i can decode ur msg ;) haha cant wait till u get 2 Sydney ;D i missed out on tickets tho :o xx,1.0
1957460018,"@Jessicaveronica MARRRRRRRRRRY ME! &lt;3 have fun partying tonight, have a drink for me, if only i was 18 i wud come there just to see you!",1.0
1957461006,@Roberto958  awwww  thanks for follwin me thou. lol,1.0
1957463311,using my brothers G1 phone.. love it! driving to vegas... my phone died this morning and my charger broke,1.0
1957463319,huhuhu still working to get new clients in motion graphics,1.0
1957464188,Is constantly listening to the @Jonasbrothers song Fly with Me...b/c it's the cutest song...&quot;Peter Pan &amp; Wendy turned out fine&quot;,1.0
1957465483,slept all day.. lol. now time to start on my UN article.. what fun (: ...,1.0
1957467582,"@sweetavalanche lol yeah  haha. yeah, things are okay, pretty much the same. slowly sorting out everything lol. exams are coming D: haha",1.0
1957467645,@SexyKellyC hey chocolate chips is good.  i want a snack too but i'm out of snacks.,1.0
1957467913,"Why does #googledocs do folders, instead of labels like #gmail? I kind of like labels",1.0
1957469948,@Lara82 Yeah  He was such a good..erm...entertainment ),1.0
1957474232,@JustcallmeMac your making me jealous now  I want one! How long have u guys been married?,1.0
1957474409,"http://twitpic.com/6661g - is on her last day at METRO magazine  Ta-ta, dream job. (PS: June issue out now. Czech it out!)",1.0
1957475541,@mileycyrus I would totally take you to prom...if i hadnt already gone  sorry lol,1.0
1957476456,@RASHIDIAN Come hang out wif meeee,1.0
1957476811,Hmmm thinking about taking back that I feel better this morning - I think I spoke to early,1.0
1957482102,@twebbstack nuhhhh no info on ticketek yet  Heaps excited though! I dont care how much but I hope it isn't too much..,1.0
1957482294,im finally going home but didnt get to finish all my work  so ill be back tomorrow,1.0
1957482992,@pyroezra i know!  i wish she would. I just wanna cuddle and sleeep in ga! And go to the world of coke,1.0
1957483655,Happy belated Birthday to Billy!! I forgot to say that on his bday.  I  feel aweful!,1.0
1957483776,"@sweetavalanche haha yeah i know  yeah, things are okay, pretty much the same. i'm slowly sorting things out.. exams are coming D: haha",1.0
1957486984,"Want to get my hands dirty with FubuMVC. http://bit.ly/J00ha, but the document is not yet complete",1.0
1957489791,@carocat Nooo  But hey you're back next week! Are you moving back for good?,1.0
1957489961,can't tell you how thrilled I am to have just had a nosebleed.  first time in ages.  overjoyed doesn't cover it.  urgh,1.0
1957490410,@katieclair88 You guys didn't call or come over  Did we do something?! Def. give us a call tomorrow and hang out with us chick!!,1.0
1957490526,"@ykesha2001 yeah, I also had to do a paper.. I only have one more final left: algebra.. &amp; I take it on my birthday!!   (june 3)",1.0
1957495950,Can't I just be a stay at home mom already,1.0
1957496048,this sux but took like 4 minutes. going to sleep finally  http://img36.imageshack.us/img36/4603/iprevailedsig.png,1.0
1957496945,@_faeriequeen I just saw the Hamlet update too - excellent news... Never so good as live though,1.0
1957498577,I can't work twitter on my phone!  we're just in bed thinking of funny stuff from last night! (L) GOOD TIMES!,1.0
1957500630,@Knightpkf Yay! Thank you.. Feels like ur yelling at us   LOL,1.0
1957503296,I loved johnny carson now I'm going to hate seeing jay leno go  (via @womanschitchat) that's what I was waiting for someone to say!,1.0
1957503381,@diane4president visit si fr joemar dito bataan (frm camiguin) &amp; sum of my ofcmates&amp; i are supposed to meet him this saturday  can't luwas,1.0
1957504506,@NMaize Lucky Rob... always gettin' the T8's from Emalon,1.0
1957504642,there are # days of summervac &amp; school comes along just 2 end it &amp; the annual problem of r generation is finding a good way 2 spend it!!,1.0
1957504984,@BK_II It's foggy here,1.0
1957505533,@lesleyroy haha! nice! Have fun doll! Hopefully I'll see ya soon! I miss ur face!,1.0
1957506331,Well I'm going to try and sleep now I have to be at work at 9 tomorrow  and then the weekend starts!!!!  http://myloc.me/1XTs,1.0
1957508197,yummy chocolate cake..wish even i got one for my b'day!!   anybody listening???,1.0
1957508406,Going back to Manila this evening. All my trips to Cebu are so bitin.,1.0
1957508686,@albamayo...I just posted my First video... A contest entry and my still is terrible too  boo...luv ur videos btw. Xxxrebelrebelxxx,1.0
1957511342,@drewpeacock85 cool dude! yeah i was hoping your rate was still $2.75. lol! yeah not sure when ill mar and par for my birthday dinner.,1.0
1957513178,got my cable set up! WIN!  got my lock put on my door! WIN! feeling a tad neglected... FAIL.,1.0
1957514387,@SplashAdams ill be alright but the whip may not,1.0
1957515026,@kimberly__joy i feel like red lea now,1.0
1957516437,"Morning twitties! Heading to college, just back from the docs, god I'm hungry  streching my ears again today! 10mm ;) payday I love you!",1.0
1957516839,Five o'clock can't come any faster,1.0
1957519801,"Wow, been away 4 a while...stupid lap top is in the shop...still    Hope everyone is well!",1.0
1957520247,Planning a road trip down to San Diego- With a detour into Vegas to celebrate my birthday! Too bad it's 7 wks away  I want to go now!,1.0
1957520723,I Need to get my friggin cameras cleand ASAP !!,1.0
1957521136,@JBFutureboy lucky kid...i so wanna see loserville  pity im in oz....,1.0
1957521722,Friends! Come over and give me a massage  I can't sleep.,1.0
1957522630,im very sorry.,1.0
1957523236,"@ddlovato july 21st!?? that means at your concert I won't know all the songs.  oh well, yay demi!! &lt;3",1.0
1957523762,I have been playing skate for two hours. Now i need to get out and actually skate. But it's too late,1.0
1957524669,"@mitch_400iso Me too, she was adorable and you could tell the pressure got to her.",1.0
1957528883,@sevinnyne6126 Lindsay we are your spanish fansite and we love you www.ultimatelohan.org please reply us  I wish you a good flight &lt;3,1.0
1957530722,@sevinnyne6126 Lindsay we are your spanish fansite and we love you www.ultimatelohan.org please reply us  I wish you good luck,1.0
1957533699,"At work   leave for Berlin at 17:00 by car, will be a late arrival",1.0
1957533813,@DaRealSunisaKim There's ding tai Fung here in Sydney aswell...  making me want dumplings...,1.0
1957534934,I miss you sweetie!,1.0
1957535434,@AntBoogieWorld Wish you were coming to Australia &amp; New Zealand with the Sticky Tour Ant,1.0
1957537716,what a bummer that tomorrow is friday again!,1.0
1957538752,@IljaCoolen Thanks! Just used a therm to pry it out. Was like concrete! Blood and everything!  He's doing a lot better now. Thank god.,1.0
1957543295,"Just finished The Village. So in love,could watch it over and over! Wonder why I can't get to sleep tonight",1.0
1957544941,http://twitpic.com/666gy - My glass is empty. Will someone be a dear and fetch me another?,1.0
1957547323,I am soooo  right now!,1.0
1957549337,All of you can have fun tweeting all day while im cleaning hair  LOL,1.0
1957552960,Summer is really ending. It's raining.,1.0
1957553456,This is one of my all-time favorite episodes/quotes from The OfficeUS only   )  http://bit.ly/ARMJ,1.0
1957557944,I chilled in my room with my baby book missed my bro leavin  he really is cool had a stripper shirt on said I suppoort single moms! Funny,1.0
1957562388,Sleep....take two....this better work!,1.0
1957563194,"i didn't have fun at the club tonight, had a lot on my mind",1.0
1957563297,"Oh Cr*p.... Here goes my head again, &quot;I'm Spinning Around&quot;",1.0
1957574844,@ACALLPRO -- yeahhh u wasnt thereeeeeeeeeee,1.0
1957577074,&quot; ...not academically of course. &quot; I miss him already,1.0
1957578654,Finally installed ovi in mobile. it would have been good if it could be downloaded to comp and installed to mobile. Frickin 3MB download,1.0
1957584973,@DeadMemoriesX Poor you   If I was with you right now; I would probably give you a hug ;D,1.0
1957586924,"Wow what a sunny day,  just recovering some erased files",1.0
1957591739,is wondering where all her friends went...,1.0
1957591836,I feel like flying off somewhere. It's been a month since my last trip...,1.0
1957594789,@melissaohh omg  when do they finish??,1.0
1957595567,@mangointhesky idk. The original is so great.,1.0
1957595665,we are looking forward to daddy returning from work on Saturday. He's been gone a whole month,1.0
